Document,Chunk Size,Overlap,kNN,Query,Document Filename,Chunk Index,Chunk Text,Relevance,Completeness,Accuracy
8.pdf,350,25,5,4. How do the climate needs of Dicksonia antarctica relate to British weather?,8.pdf,5,"e 
we have our own temperate rainforest, now reduced to about 1 percent of the UK, down 
from an original cover of about 20 percent. Many places where these tree ferns are planted 
are not within the British temperate rainforest zone. Many will experience unfavourable hot 
and dry summers. The only way these ferns will survive is if they are provid",5,3,6
8.pdf,350,25,1,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger ",5,3,8
8.pdf,350,25,5,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,1,"rate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainforest in Tasmania, a forest type far rarer than tropical 
rainforest. The plants have official papers for export,",5,3,7
8.pdf,350,25,5,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,3,"eleasing carbon stored in forests, particularly in their soils. 

Although the UK government has measures aimed at keeping out pests and diseases, it is 
impossible to be sure that harmful microbes, or other larger pests, are not present in the 
stems of these imported wild tree ferns. This is simply not a risk we should be taking.  

As already po",5,3,6
8.pdf,350,25,5,6. How can consumers help in reducing the demand for wild-sourced Dicksonia antarctica?,8.pdf,6,"rable hot 
and dry summers. The only way these ferns will survive is if they are provided with regular 
and heavy irrigation, which is not sustainable. We often hear of the strain being placed on 
water supply, particularly in the southeast. 

The buying public can help put a stop to this unethical trade by informing retailers, including 
some well",5,3,6
1.pdf,350,50,1,2. What are the main disturbances that Australian tree ferns face in their natural habitat?,1.pdf,207,"
disturbance refuge sites such as watercourses and gul-
lies, leaving tree ferns at risk of exotic species invasion.
Australian tree fern species have historically been
taken overseas (Arosa et al. 2012) and are currently
legally sold overseas (DAWE 2020a). No tree fern spe-
cies has been declared a weed risk within Australia.
They have been declar",5,3,7
1.pdf,350,50,5,2. What are the main disturbances that Australian tree ferns face in their natural habitat?,1.pdf,283,"ing to rhizomatous spe-
cies (Garrett 1996). Only one study has documented
epiphytes on T. barbara (Benson & McDougall
1993).

DISTURBANCE – FIRE AND FORESTRY

A major focus of Australian tree fern literature has
been the impact of disturbance, which includes snow
fall (Fedrigo et al. 2018) and light/gap creation (Ash-
ton 2000; Dignan & Bren 2003)",5,3,6
1.pdf,350,50,5,2. What are the main disturbances that Australian tree ferns face in their natural habitat?,1.pdf,289,"since European settlement and ongoing forestry
activity, tree ferns remain widely distributed in the
forests of eastern Australia (Large & Braggins 2004).
Many of the ecological studies investigating tree ferns
and disturbance have concentrated on a handful of
tree fern species (the most common being D. antarc-
tica, C. australis and T. barbara). T",5,3,7
1.pdf,350,50,5,6. What potential impact could more frequent fire events have on the tree fern populations and their associated ecosystems?,1.pdf,422,"e. More frequent ﬁre events could
have a negative impact on the survival of the species
more vulnerable to desiccation and susceptible to fre-
quent disturbance:
the late successional epiphytic
vascular and non-vascular plants, and facultative
nursery rainforest species.

GAPS IN KNOWLEDGE

Brock et al. (2016) reports on topics in New Zealand
that ",5,3,7
2.pdf,350,50,5,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,121,"ots after clearfelling.

4. Discussion

Tree-ferns declined signiﬁcantly in abundance after
clearfell harvesting operations. Across the six study
coupes, 16% of the tree-ferns on 23 monitored plots
remained alive 1 year after seedbed preparation. The
survival rate was slightly higher for D. antarctica
(17%) than for C. australis (11%). Only 5% of t",5,2,4
3.pdf,350,50,3,6. What challenging cultivation method is noted for Dicksonia antarctica and when should it be used?,3.pdf,21,"elicate fern species to flourish underneath.

Cross-section of trunk, MHNT

Plant  in  organic  soils  and  ensure  the  fern  is  kept  mulched  and  watered.  Dicksonia  antarctica  generally
requires a minimum rainfall of 500 mm (20 inches) per year. In dry climates, a drip irrigation or spray system applied overhead is the most
effective method",5,3,7
6.pdf,350,50,3,1. How do tree ferns like Dicksonia antarctica typically regenerate in their natural habitats?,6.pdf,179,"al regeneration in the moist forest understorey and opportunities 

offered  by  nursery-based  propagation.  Propagation,  understorey  planting  and 

silvicultural  establishment  beneath  disturbed  forests  and  plantations  may  provide 

suitable future direction for the conservation and management of Dicksonia antarctica. 

Niche  requireme",5,3.5,6
6.pdf,350,50,5,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,37,"ply  exploiting  or  salvaging  native 

populations  for  domestic  or  export  sales,  is  somewhat  new  to  Australian  tree  fern 

management  (or  our  lack  thereof).  The  Flora  Foundation  support  for  this  research  has 

enabled  the  investigators  to  focus  international  attention  on  tree  fern  conservation 

management  with ",5,3,6
6.pdf,350,50,3,4. Why are certain tree fern species protected under international trade regulations?,6.pdf,124,"ed  Species). 

Utilization  of  native  tree  ferns  for  the  purpose  of  developing  small  but  potentially 

high-priced  and  well-targeted  export  markets  has,  by  Commonwealth  control,  been 

very much restricted to genuine salvage harvest of the species. Salvage of mature stems 

for export therefore has been constrained to situation",5,3,4
6.pdf,350,50,3,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,147,"nsely shaded understoreys of mature rainforest. The Soft Tree 

Fern is particularly prominent along moist forest edges and vigorously colonizes shaded 

road embankments in moist highland forests of the southeast. (Although D. antarctica 

was  formerly  to  be  found  in  restricted  moist  forests  of  South  Australia,  the  species  is 

now  ",5,3,6
7.pdf,350,50,5,5. Are there any regulations in place to ensure the protection of High Conservation Value Forests where Dicksonia antarctica may be found?,7.pdf,149,"Conservation Act.

IV. Inadequate or 

Non-existent Forest
Regulations

As this report has outlined, Tasmania’s native
and old growth forests—including high con-
servation value forest—are being destroyed at
an alarming rate using practices that routinely
include clear-cutting, napalming, and mass
extermination of native wildlife. The primary
reaso",5,3,4
8.pdf,350,50,3,"1. What is the Tasmanian soft tree fern, and where does it come from?",8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger ",5,3,7
8.pdf,350,50,1,2. Why are Tasmanian soft tree ferns popular for gardening in the UK?,8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger ",5,3,7
8.pdf,350,50,5,2. Why are Tasmanian soft tree ferns popular for gardening in the UK?,8.pdf,7,"require lots of water to thrive. They can grow well in mild parts of western Britain, where 
we have our own temperate rainforest, now reduced to about 1 percent of the UK, down 
from an original cover of about 20 percent. Many places where these tree ferns are planted 
are not within the British temperate rainforest zone. Many will experience unfa",5,4,6
8.pdf,350,50,1,3. Are there any legal restrictions on importing Tasmanian soft tree ferns into the UK?,8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger ",5,3,8
8.pdf,350,50,5,3. Are there any legal restrictions on importing Tasmanian soft tree ferns into the UK?,8.pdf,1,"and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainforest in Tasmania, a fore",5,4,6
8.pdf,350,50,3,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,6,"imported wild tree ferns. This is simply not a risk we should be taking.  

As already pointed out, these tree ferns are from a temperate rainforest habitat. This means 
they require lots of water to thrive. They can grow well in mild parts of western Britain, where 
we have our own temperate rainforest, now reduced to about 1 percent of the UK, do",5,3,7
8.pdf,350,50,5,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,6,"imported wild tree ferns. This is simply not a risk we should be taking.  

As already pointed out, these tree ferns are from a temperate rainforest habitat. This means 
they require lots of water to thrive. They can grow well in mild parts of western Britain, where 
we have our own temperate rainforest, now reduced to about 1 percent of the UK, do",5,3,7
1.pdf,500,0,5,2. What are the main disturbances that Australian tree ferns face in their natural habitat?,1.pdf,101,"ctivities (ABARES 2018).
Despite the considerable reduction in forest area
since European settlement and ongoing forestry
activity, tree ferns remain widely distributed in the
forests of eastern Australia (Large & Braggins 2004).
Many of the ecological studies investigating tree ferns
and disturbance have concentrated on a handful of
tree fern species (the most common being D. antarc-
tica, C. australis and T. barbara). These studies have
mainly been done in forests subjected to production
fores",5,3,7
1.pdf,500,0,3,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,101,"ctivities (ABARES 2018).
Despite the considerable reduction in forest area
since European settlement and ongoing forestry
activity, tree ferns remain widely distributed in the
forests of eastern Australia (Large & Braggins 2004).
Many of the ecological studies investigating tree ferns
and disturbance have concentrated on a handful of
tree fern species (the most common being D. antarc-
tica, C. australis and T. barbara). These studies have
mainly been done in forests subjected to production
fores",5,4,6.5
1.pdf,500,0,5,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,101,"ctivities (ABARES 2018).
Despite the considerable reduction in forest area
since European settlement and ongoing forestry
activity, tree ferns remain widely distributed in the
forests of eastern Australia (Large & Braggins 2004).
Many of the ecological studies investigating tree ferns
and disturbance have concentrated on a handful of
tree fern species (the most common being D. antarc-
tica, C. australis and T. barbara). These studies have
mainly been done in forests subjected to production
fores",5,2,6
1.pdf,500,0,5,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,91,"2015; Sanger &
Kirkpatrick 2017a,b,c). Of these few studies, only
Wallace (1981) mentions tree ferns with epiphytes
and in one situation – Cyathea hosting the epiphyte
Fieldia australis. Most of the Australian studies of epi-
phytes on tree ferns come from temperate forests and
these consider both vascular and non-vascular plants
(Wallace 1981; Ashton 1986; Chesterﬁeld 1996; Ash-
ton 2000; Roberts et al. 2003, 2005; Turner & Pharo
2005; Bowkett 2011; Black 2013).

Epiphytes are sensitive to micr",5,2,7
1.pdf,500,0,5,5. Why might the effects of climate change be a concern for the management of tree ferns in Australia?,1.pdf,102,"try in southern Australia. Tree ferns are also
observed to survive in modiﬁed forestry environ-
ments such as exotic pine and eucalypt plantations.

Fire has the capacity to damage the external root
system of tree ferns, as well as the stem and the apex
from which fronds grow (Peacock & Duncan 1995a).
High-intensity ﬁres have the potential
tree

to kill

ferns, whilst a tree fern can regenerate after low-
intensity ﬁres where the apex is protected. In fact,
tree ferns can be the ﬁrst vascular pl",5,4,6
1.pdf,500,0,5,6. What potential impact could more frequent fire events have on the tree fern populations and their associated ecosystems?,1.pdf,152,"ts using B1 and A2
emission scenarios; Donoghue and Turner in prep.),
indicates the ecology and biology of tree ferns will
respond positively to climate change.

Studies that included ﬁre only looked at a single
wildﬁre, or clearfell burn and sow logging event.
They did not consider the long-term resilience of tree
to more frequent ﬁres,
ferns, or their epiphytes,
megaﬁres, repeated logging events, or many different
disturbance events. Godfree et al. (2021) in an analy-
sis of hotspot data of ﬁr",5,3.5,6
2.pdf,500,0,3,1. What is the main cause of the decline in tree-fern abundance discussed in the document?,2.pdf,0,"Forest Ecology and Management 199 (2004) 153–163

Decline in tree-fern abundance after clearfell harvesting
Keely Ough*, Anna Murphy
Department of Sustainability and Environment, Arthur Rylah Institute for Environmental Research,
PO Box 137, Heidelberg 3084, Vic., Australia

Received 23 February 2004; received in revised form 14 May 2004; accepted 14 May 2004

Abstract

Common and widespread plant species can change in abundance as a result of timber harvesting practices, with potentially
broad ",5,3,6
2.pdf,500,0,5,1. What is the main cause of the decline in tree-fern abundance discussed in the document?,2.pdf,3," of other species
that rely directly on tree-ferns for habitat. The altered forest structure resulting from reduced tree-fern numbers will affect local
microclimates and forest processes. As tree-fern recruitment is low and growth rates are slow, these changes are likely to be long
term. Survival of individuals through harvesting operations is crucial to the maintenance of the role of tree-ferns as a keystone
species in Wet Forests and simple modiﬁcations to current practices could increase the ",5,3,6
2.pdf,500,0,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,12,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
intensity slash-burn, appeared to be lethal
to the
majority of tree-ferns. Similar studies were subse-
quently undertaken on a further ﬁve coupes, encom-
passing a range of topographies, seasons and logging
contractors. Here, we quantify the initial survival of
tree-ferns on all six coupes.

2. Metho",5,3,7
2.pdf,500,0,5,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,12,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
intensity slash-burn, appeared to be lethal
to the
majority of tree-ferns. Similar studies were subse-
quently undertaken on a further ﬁve coupes, encom-
passing a range of topographies, seasons and logging
contractors. Here, we quantify the initial survival of
tree-ferns on all six coupes.

2. Metho",5,2,5
2.pdf,500,0,5,6. What conservation strategies that can be suggested to mitigate the decline in tree-fern populations due to clearfelling?,2.pdf,3," of other species
that rely directly on tree-ferns for habitat. The altered forest structure resulting from reduced tree-fern numbers will affect local
microclimates and forest processes. As tree-fern recruitment is low and growth rates are slow, these changes are likely to be long
term. Survival of individuals through harvesting operations is crucial to the maintenance of the role of tree-ferns as a keystone
species in Wet Forests and simple modiﬁcations to current practices could increase the ",5,4,6
3.pdf,500,0,3,2. How tall can Dicksonia antarctica typically grow?,3.pdf,5,"

Species:

D. antarctica

Binomial name

Dicksonia antarctica

Labill. 1807

Habitat

The fern grows on damp, sheltered woodland slopes and moist gullies, and they occasionally occur at high
altitudes in cloud forests. Dicksonia antarctica is the most abundant tree fern in South Eastern Australia.

Shoot

The plant can grow in acid, neutral and alkaline soils. It can grow in semi-shade. It strongly resents drought
or  dryness  at  the  roots,  and  does  best  in  moist  soil.  Dicksonia  antar",5,3,5
3.pdf,500,0,5,2. How tall can Dicksonia antarctica typically grow?,3.pdf,5,"

Species:

D. antarctica

Binomial name

Dicksonia antarctica

Labill. 1807

Habitat

The fern grows on damp, sheltered woodland slopes and moist gullies, and they occasionally occur at high
altitudes in cloud forests. Dicksonia antarctica is the most abundant tree fern in South Eastern Australia.

Shoot

The plant can grow in acid, neutral and alkaline soils. It can grow in semi-shade. It strongly resents drought
or  dryness  at  the  roots,  and  does  best  in  moist  soil.  Dicksonia  antar",5,1,5
3.pdf,500,0,5,3. What is the primary method of reproduction for Dicksonia antarctica?,3.pdf,0,"Dicksonia antarctica

Dicksonia  antarctica,  the  soft  tree  fern,  Tasmanian  Tree  Fern  or  man  fern,  is  a  species  of
evergreen tree fern native to eastern Australia, ranging from south-east Queensland, coastal New South
Wales and Victoria to Tasmania.

Dicksonia antarctica

Anatomy and biology

These ferns can grow to 15 m (49 ft) in height, but more typically grow to about 4.5–5 m (15–16 ft), and
consist of an erect rhizome forming a trunk. They are very hairy at the base of the stip",5,2,7
4.pdf,500,0,3,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,1,"WIN

2

3

2,3‡

1,3

3

D. antarctica

Dicksonia  antarctica

,  at  sites  across  its  natural  distribution  and  in  the  glasshouse. 

Environmental constraints on gas exchange, stomatal conductance and water relations were investigated
Abstract
in  the  Soft Tree  Fern, 
Dicksonia
antarctica
  exhibited  strong  stomatal  response  down  to  a  vapour  pressure  deﬁcit  (VPD)  of  0.25 kPa,  an  unusual
characteristic  when  compared  with  other  ground  fern  species.  Net  photosynthet",5,3.5,7
4.pdf,500,0,3,6. Why might Dicksonia antarctica be considered to occupy a broad ecological niche?,4.pdf,5,"n is unique for a fern species and may eliminate
a  need  for  soil  moisture  competition  with  surrounding  plant  species.  It  is  suggested  that  the  ecophysiological
characteristics  observed  in 
  in  this  study  may  contribute  to  the  ecological  niche  it  occupies,  which  is
D.  antarctica
characterized by a variable environment.

–
mol m

–
 s

(cid:2)

1

2

Key words:

 photosynthesis, stomatal conductance, vapour pressure deﬁcit, water relations.

INTRODUCTION

Pteridophyt",5,3.5,4
5.pdf,500,0,3,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,48,"

Comparison of tree fern growth rates

Values for the average growth rate of C. australis and D. antarctica were broadly within the
range of two other earlier studies in south-eastern Australia [13, 22] (Table 3). Mueck et al [13]

PLOS ONE | https://doi.org/10.1371/journal.pone.0176908 May 11, 2017

7 / 15

Non-linear growth in tree ferns, Dicksonia antarctica and Cyathea australis

Fig 3. Annual growth of D. antarctica by initial height and geographic area (note that height has been
slightly",5,2,5
5.pdf,500,0,5,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,48,"

Comparison of tree fern growth rates

Values for the average growth rate of C. australis and D. antarctica were broadly within the
range of two other earlier studies in south-eastern Australia [13, 22] (Table 3). Mueck et al [13]

PLOS ONE | https://doi.org/10.1371/journal.pone.0176908 May 11, 2017

7 / 15

Non-linear growth in tree ferns, Dicksonia antarctica and Cyathea australis

Fig 3. Annual growth of D. antarctica by initial height and geographic area (note that height has been
slightly",5,3,4
5.pdf,500,0,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,41,"tail = 0.010).
Elevation and aspect had no influence on the growth rate of D. antarctica and C. australis.

Growth rates and geographic location

Other than initial height in 2009, geographic location had the largest effect on growth rates.
Cyathea australis grew most rapidly in the Toolangi region, with the growth rate being 13.8mm/
yr faster than tree ferns in Marysville (Btail = 0.002). Tree ferns in Wallaby Creek grew 11.7mm/
yr faster than in Marysville (Btail = 0.009) (Fig 2). There were i",5,4,7
5.pdf,500,0,5,6. How did the researchers account for post-fire environments in the growth measurement of Dicksonia antarctica?,5.pdf,29," – 6.20m

275m – 985m

0˚ – 32˚

PLOS ONE | https://doi.org/10.1371/journal.pone.0176908 May 11, 2017

4 / 15

Non-linear growth in tree ferns, Dicksonia antarctica and Cyathea australis

To ensure all tree ferns had had their trunks burnt at the same time (February 2009) and
physically blackened uniformly up the trunk (up to 6m tall), we selected sites that had burned
at moderate to high severity in the 2009 wildfires. We used fire severity maps from the Victo-
rian Government GIS layer and lo",5,4,7
6.pdf,500,0,5,2. How are tree ferns propagated for use in commercial horticulture?,6.pdf,2,"n 

the application of propagated growing stock and commercial silviculture of the tree fern 

within managed understoreys of fast-growing Eucalyptus plantations. 

Project Objectives 

(i) Preliminary investigation of regeneration biology and microclimate requirements 

for  growth  of  Soft  Tree  Fern  in  native  moist  forest  and  in  clearfelled  plantation  sites, 

notably  to  establish  silvicultural  requirements  of  the  tree  fern  as  a  commercial 

understorey  crop  in  Eucaly",5,4,6
6.pdf,500,0,5,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,13,"aging  native 

populations  for  domestic  or  export  sales,  is  somewhat  new  to  Australian  tree  fern 

management  (or  our  lack  thereof).  The  Flora  Foundation  support  for  this  research  has 

enabled  the  investigators  to  focus  international  attention  on  tree  fern  conservation 

management  with  a  degree  of  scientific  authority  hitherto  lacking  in  the  domestic 

horticultural trade among such species. 

As  outlined  in  the  Project  Proposal  (16.5.94),  o",5,2,6
6.pdf,500,0,3,4. Why are certain tree fern species protected under international trade regulations?,6.pdf,106," available to discourage widespread poaching of tree ferns from either crown or 

private  lands.  These  are  then  dumped  on  the  domestic  market,  some  locally  but  the 

large majority is sold cheaply on the mainland, through Victoria. 

Federal  and  State  authorities  (ANCA,  Canberra  &  Parks  and  Wildlife  Service, 

Tasmania)  have  both  now  recognised  the  urgent  need  to  regulate  and  to  manage 

effectively the use and protection of the existing large tree fern resourc",5,4,7
6.pdf,500,0,5,4. Why are certain tree fern species protected under international trade regulations?,6.pdf,43," 

24.6 

1.2 

14.30 

119.3 

Although not immediately threatened, the Soft Tree Fern is a CITES-listed species in 

relation  to  export  trade  (Convention  for  International  Trade  in  Endangered  Species). 

Utilization  of  native  tree  ferns  for  the  purpose  of  developing  small  but  potentially 

high-priced  and  well-targeted  export  markets  has,  by  Commonwealth  control,  been 

very much restricted to genuine salvage harvest of the species. Salvage of mature stems 

for ",5,3,7
6.pdf,500,0,5,5. How can tree fern populations be managed sustainably in plantation settings?,6.pdf,32,"pagation  of  the  species  for  commercial  horticulture,  taking  advantage  of  shaded 

understorey environments in forest plantations, in moist uplands of northwest Tasmania. 

As  a  result  of  our  work,  we  emphasize  the  need  to  regulate  and  manage  effectively  the 

impact  of  salvage  harvesting  of  mature  Soft  Tree  Fern,  in  order  to  protect  future  forest 

values and to sustain the benefits of the species for horticulture. 

With ecologically sound resource managem",5,3,6
6.pdf,500,0,5,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,71,"apted (Black & Kelliher, 1989). In generally low light environments, 

this behaviour provides for short term productivity boost when light is available, even 

though  immediate  transpiration  losses  may  be  substantial  due  to  high  evaporative 

demand  and  weak  or  ineffectual  stomatal  control.  However,  the  nature  of  tree  fern 

morphology and growth habit dictates closer scrutiny of general trends, in this case in 

terms  of  the  plant-environment  interactions  displayed  ",5,3,6
7.pdf,500,0,3,1. How do logging practices in Tasmania impact the habitat of Dicksonia antarctica?,7.pdf,43,"otection and Biodiversity Conservation Act of
1999 (EPBC) and Threatened Protection
Species Act of 1995 (TPSA).22

The clear-cutting, fire-bombing, and conver-
sion of native forests to plantations by compa-
nies like Gunns Limited and its main wood
supplier, Forestry Tasmania, have significant
impacts on the native wildlife that lives in

Tasmania’s forests. Critical habitat for
Tasmania’s wildlife is permanently destroyed
when old growth forests are replaced by short-
rotation tree crops for p",5,2,6
7.pdf,500,0,5,5. Are there any regulations in place to ensure the protection of High Conservation Value Forests where Dicksonia antarctica may be found?,7.pdf,52,"Forest Agreement and
Australia’s Environmental Protection and
Biodiversity Conservation Act.

IV. Inadequate or 

Non-existent Forest
Regulations

As this report has outlined, Tasmania’s native
and old growth forests—including high con-
servation value forest—are being destroyed at
an alarming rate using practices that routinely
include clear-cutting, napalming, and mass
extermination of native wildlife. The primary
reason for this, as highlighted by the land-
mark federal ruling in the Wielangt",5,3.5,6
7.pdf,500,0,3,6. How does the Australian Forestry Standard (AFS) certification process account for the protection of species like Dicksonia antarctica?,7.pdf,74,"standards, specifically to ensure that high conserva-
tion value forests were protected and that wood
arising from the conversion of forests to farmland
or plantations could not be branded as sustainable
by AFS. 

Given that the Australia Forestry Standard has no
credibility with global environmental NGOs or
stakeholders, includes serious procedural problems,
and has recently been found to certify forestry oper-
ations that are illegal and harm endangered species,
it is very important that compa",5,4,6
8.pdf,500,0,5,3. Are there any legal restrictions on importing Tasmanian soft tree ferns into the UK?,8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainf",5,5,7
8.pdf,500,0,3,4. How do the climate needs of Dicksonia antarctica relate to British weather?,8.pdf,3,"not within the British temperate rainforest zone. Many will experience unfavourable hot 
and dry summers. The only way these ferns will survive is if they are provided with regular 
and heavy irrigation, which is not sustainable. We often hear of the strain being placed on 
water supply, particularly in the southeast. 

The buying public can help put a stop to this unethical trade by informing retailers, including 
some well-known household names, of the truth behind the trade in soft tree ferns",5,3,6
8.pdf,500,0,1,6. How can consumers help in reducing the demand for wild-sourced Dicksonia antarctica?,8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainf",5,4,7.5
1.pdf,500,25,3,1. What percentage of Australia's landmass is covered by forest ecosystems?,1.pdf,133,", with the majority
focusing on ﬁre (unmanaged and managed) and for-
estry (harvesting and reforestation; Ough & Ross
1992; Hickey 1994; Murphy & Ough 1997; Ough &
Murphy 1999; Ough & Murphy 2004; Lindenmayer
& Ough 2006; Bowd et al. 2018).

Land clearance and timber harvesting have been a
major disturbance factor since European colonisa-
tion. Australia’s forest cover is estimated to have
reduced from 30% when Europeans arrived (Barson
et al. 2000), predominantly in the early 19th century,
to a",5,3,4
1.pdf,500,25,3,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,10,"of the rain-
forest species, tree ferns are shade tolerant when estab-
lishing in the understory of the mature forest but take
advantage of gaps in the canopy from tree falls, wind
damage and lightning strikes to increase their height and
range (ABARES 2018).

forests

The biogeographic distributions of

tropical and
temperate
in Australia have been well
described (Kirkpatrick et al. 1988; Wells & Hickey
1999; Ashton 2000; Corlett & Primack 2011).
Knowledge of tree ferns in tropical forests in A",5,3,6
1.pdf,500,25,3,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,122,"e from temperate forests and
these consider both vascular and non-vascular plants
(Wallace 1981; Ashton 1986; Chesterﬁeld 1996; Ash-
ton 2000; Roberts et al. 2003, 2005; Turner & Pharo
2005; Bowkett 2011; Black 2013).

Epiphytes are sensitive to microclimate factors such
as humidity, light and wind, which can all be impacted
by disturbance events (FPA 2011). Older and less dis-
turbed tree fern stems are likely to have a greater epi-
phytic species richness and diversity than younger tree
ferns ",5,3,7
1.pdf,500,25,5,5. Why might the effects of climate change be a concern for the management of tree ferns in Australia?,1.pdf,136,"try in southern Australia. Tree ferns are also
observed to survive in modiﬁed forestry environ-
ments such as exotic pine and eucalypt plantations.

Fire has the capacity to damage the external root
system of tree ferns, as well as the stem and the apex
from which fronds grow (Peacock & Duncan 1995a).
High-intensity ﬁres have the potential
tree

to kill

ferns, whilst a tree fern can regenerate after low-
intensity ﬁres where the apex is protected. In fact,
tree ferns can be the ﬁrst vascular pl",5,4,7
1.pdf,500,25,3,6. What potential impact could more frequent fire events have on the tree fern populations and their associated ecosystems?,1.pdf,191,"ldﬁre, but after >110 years
recovery to pre-ﬁre densities is possible after a single
ﬁre/logging disturbance.

From the literature, the resilience of tree ferns to
short-term drought conditions, and ability to restore
frond physiology and resprout quickly after distur-
bance, may mean tree ferns will respond positively to
longer climate ﬂuctuations, more frequent ﬁre events

© 2021 Ecological Society of Australia.

doi:10.1111/aec.13103

 14429993, 2022, 2, Downloaded from https://onlinelibrary.",5,3,6
2.pdf,500,25,5,1. What is the main cause of the decline in tree-fern abundance discussed in the document?,2.pdf,15,"1992; Ough and Ross, 1992; Chester-
ﬁeld, 1996; Murphy and Ough, 1997; Ough and
Murphy, 1999; Ough, 2001). For the otherwise gen-
erally common species D. antarctica and C. australis,
this is likely to represent a considerable decline in
localised abundance.

decline in the number of tree-ferns within a single
coupe (Spraggs) in Toolangi State Forest: 18% of the
563 monitored tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The ",5,3,7
